NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,-,-,192,225,42716010078.000000,176393302528.088531,0.242163,176393302528.088531,0.242163
