NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),IdleCPUPower(W),AvgTime(S),SDTime,AvgEnergyUsage(J),SDEnergy,AvgPowerConsumption(W),SDPowerConsumption,TotalFLOP,AvgFLOPS,SDFLOPS,AvguJ/FLOP,SDuJ/FLOP
coop1,-,-,192,225,165.805295,1.230269,0.095363,1103.768866,20.695755,899.610923,59.617094,215818175037,176393302528.088531,12530938231.453363,0.005114,0.000096
