NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,-,-,192,112,230055376633.000000,176393302528.088531,1.304218,111041212448.978806,1.304218
