NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,-,-,192,157,193419515147.000000,176393302528.088531,1.096524,151236144890.996460,1.096524
