NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),IdleCPUPower(W),AvgTime(S),SDTime,AvgEnergyUsage(J),SDEnergy,AvgPowerConsumption(W),SDPowerConsumption,TotalFLOP,AvgFLOPS,SDFLOPS,AvguJ/FLOP,SDuJ/FLOP
coop1,-,-,192,67,158.575861,3.170780,0.195789,841.618023,44.225067,265.128579,4.243236,215818175037,68325129693.794960,4231110859.354405,0.003900,0.000205
