NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,-,-,192,45,42716010078.000000,176393302528.088531,0.242163,5871748705.259910,0.242163
