NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,3,119,4204.570000,81755.900000,0.051428,24751.890000,0.051428
coop1,1,119,4235.910000,81106.000000,0.052227,21210.720000,0.044755
coop1,2,119,4192.370000,81178.400000,0.051644,8035.890000,0.016767
coop1,0,119,4254.830000,80737.700000,0.052699,2474.200000,0.005268
