NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,2,-,48,225,146811788301.000000,0.004833,-709541372.858733
coop1,3,-,48,225,146811788301.000000,0.005043,-740371848.401943
coop1,0,-,48,225,146811788302.000000,0.005253,-771202323.950406
coop1,1,-,48,225,146811788466.000000,0.005417,-795279458.120322
