NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,3,139,4204.570000,81755.900000,0.051428,56378.090000,0.051428
coop1,1,139,4235.910000,81106.000000,0.052227,51828.320000,0.048012
coop1,2,139,4192.370000,81178.400000,0.051644,43462.090000,0.039812
coop1,0,139,4254.830000,80737.700000,0.052699,35170.200000,0.032875
