NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,2,-,48,225,540245170666.000000,0.004833,-2611004909.828778
coop1,3,-,48,225,540245170666.000000,0.005043,-2724456395.668638
coop1,0,-,48,225,540245170673.000000,0.005253,-2837907881.545269
coop1,1,-,48,225,540245170680.000000,0.005417,-2926508089.573560
