NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,1,-,48,67,15269300576.000000,42754415266.017265,0.357140,22868676106.962444,0.351316
coop1,3,-,48,67,15295553277.000000,46204195073.298294,0.331043,23247770035.160397,0.331043
coop1,0,-,48,67,15414721138.000000,44162237379.040298,0.349048,21090061762.358223,0.316651
coop1,2,-,48,67,15244469802.000000,48524904956.518646,0.314158,21438189487.221981,0.289704
