NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,1,-,48,67,57496747596.000000,42754415266.017265,1.344814,22868676106.962444,1.322885
coop1,3,-,48,67,57895784665.000000,46204195073.298294,1.253042,23247770035.160397,1.253042
coop1,0,-,48,67,57829636784.000000,44162237379.040298,1.309482,21090061762.358223,1.187944
coop1,2,-,48,67,57432306546.000000,48524904956.518646,1.183564,21438189487.221981,1.091436
