NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,2,-,48,225,2334992793079.000000,0.004833,-11285020168.950806
coop1,3,-,48,225,2334903814336.000000,0.005043,-11774919935.696447
coop1,0,-,48,225,2334992401558.000000,0.005253,-12265715085.384174
coop1,1,-,48,225,2334992793073.000000,0.005417,-12648655960.076441
