NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,3,-,48,112,146811788301.000000,0.003419,-501949504.201119
coop1,2,-,48,112,146811788301.000000,0.003579,-525439390.329279
coop1,1,-,48,112,146811788466.000000,0.003879,-569482927.459614
coop1,0,-,48,112,146811788302.000000,0.004074,-598111225.542348
