NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,3,-,48,90,15295553277.000000,46204195073.298294,0.331043,28025692662.214275,0.331043
coop1,1,-,48,90,15269300576.000000,42754415266.017265,0.357140,25718909672.963177,0.327744
coop1,2,-,48,90,15244469802.000000,48524904956.518646,0.314158,27773848563.655586,0.311335
coop1,0,-,48,90,15414721138.000000,44162237379.040298,0.349048,24372235966.936359,0.303545
