NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,3,-,48,112,15295553277.000000,46204195073.298294,0.331043,32750800821.224312,0.331043
coop1,1,-,48,112,15269300576.000000,42754415266.017265,0.357140,28854466800.410378,0.314651
coop1,2,-,48,112,15244469802.000000,48524904956.518646,0.314158,31319617132.908142,0.300429
coop1,0,-,48,112,15414721138.000000,44162237379.040298,0.349048,27451609667.886822,0.292570
