NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,2,-,461.221000,81178.400000,0.005682,81178.400000,0.005641
coop1,1,-,430.799000,81106.000000,0.005312,81106.000000,0.005269
coop1,3,-,402.241000,81755.900000,0.004920,81755.900000,0.004920
coop1,0,-,401.387000,80737.700000,0.004971,80737.700000,0.004910
