NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,3,129,402.241000,81755.900000,0.004920,40564.990000,0.004920
coop1,1,129,430.799000,81106.000000,0.005312,36519.520000,0.004782
coop1,2,129,461.221000,81178.400000,0.005682,25748.990000,0.003606
coop1,0,129,401.387000,80737.700000,0.004971,18822.200000,0.002307
