NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,3,129,4204.570000,81755.900000,0.051428,40564.990000,0.051428
coop1,1,129,4235.910000,81106.000000,0.052227,36519.520000,0.047018
coop1,2,129,4192.370000,81178.400000,0.051644,25748.990000,0.032781
coop1,0,129,4254.830000,80737.700000,0.052699,18822.200000,0.024453
