NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,1,-,48,45,57496747596.000000,42754415266.017265,1.344814,2644174753.534166,1.344814
coop1,3,-,48,45,57895784665.000000,46204195073.298294,1.253042,2251927116.686337,1.067160
coop1,2,-,48,45,57432306546.000000,48524904956.518646,1.183564,2234309925.492027,1.000103
coop1,0,-,48,45,57829636784.000000,44162237379.040298,1.309482,1812637259.443314,0.897677
