NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,3,-,48,112,540245170666.000000,0.003419,-1847098238.507054
coop1,2,-,48,112,540245170666.000000,0.003579,-1933537465.813614
coop1,1,-,48,112,540245170680.000000,0.003879,-2095611017.067720
coop1,0,-,48,112,540245170673.000000,0.004074,-2200958825.321802
