NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,0,-,7806.920000,80737.700000,0.096695,80737.700000,0.095491
coop1,1,-,7705.770000,81106.000000,0.095009,81106.000000,0.094253
coop1,3,-,7695.890000,81755.900000,0.094133,81755.900000,0.094133
coop1,2,-,7690.560000,81178.400000,0.094737,81178.400000,0.094067
