NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,1,-,48,157,15269300576.000000,42754415266.017265,0.357140,41096549699.778000,0.357140
coop1,0,-,48,157,15414721138.000000,44162237379.040298,0.349048,34346892913.524437,0.291720
coop1,3,-,48,157,15295553277.000000,46204195073.298294,0.331043,36010720874.920273,0.290075
coop1,2,-,48,157,15244469802.000000,48524904956.518646,0.314158,37341213280.792709,0.285450
