NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,1,-,48,45,62608910920.000000,42754415266.017265,1.464385,2644174753.534166,1.464385
coop1,3,-,48,45,62320392327.000000,46204195073.298294,1.348804,2251927116.686337,1.148717
coop1,2,-,48,45,62263634752.000000,48524904956.518646,1.283127,2234309925.492027,1.084234
coop1,0,-,48,45,63010195005.000000,44162237379.040298,1.426789,1812637259.443314,0.978094
