NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,1,-,48,157,2334992793073.000000,0.003897,-9099466914.605480
coop1,2,-,48,157,2334992793079.000000,0.004260,-9947069298.516541
coop1,3,-,48,157,2334903814336.000000,0.004402,-10278246590.707071
coop1,0,-,48,157,2334992401558.000000,0.004641,-10836699735.630678
