NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,1,-,48,157,540245170680.000000,0.003897,-2105335430.139960
coop1,2,-,48,157,540245170666.000000,0.004260,-2301444427.037160
coop1,3,-,48,157,540245170666.000000,0.004402,-2378159241.271732
coop1,0,-,48,157,540245170673.000000,0.004641,-2507277837.093393
