NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,0,-,48,225,63010195005.000000,44162237379.040298,1.426789,44162237379.040298,1.298512
coop1,1,-,48,225,62608910920.000000,42754415266.017265,1.464385,42754415266.017265,1.290243
coop1,3,-,48,225,62320392327.000000,46204195073.298294,1.348804,46204195073.298294,1.284297
coop1,2,-,48,225,62263634752.000000,48524904956.518646,1.283127,48524904956.518646,1.283127
