NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,3,-,48,225,57895784665.000000,46204195073.298294,1.253042,46204195073.298294,1.193115
coop1,0,-,48,225,57829636784.000000,44162237379.040298,1.309482,44162237379.040298,1.191752
coop1,1,-,48,225,57496747596.000000,42754415266.017265,1.344814,42754415266.017265,1.184892
coop1,2,-,48,225,57432306546.000000,48524904956.518646,1.183564,48524904956.518646,1.183564
