NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,3,-,48,67,146811788301.000000,0.002880,-422817950.306880
coop1,1,-,48,67,146811788466.000000,0.002928,-429864916.628448
coop1,2,-,48,67,146811788301.000000,0.003123,-458493214.864023
coop1,0,-,48,67,146811788302.000000,0.003174,-465980616.070548
