NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,0,-,4254.830000,80737.700000,0.052699,80737.700000,0.052043
coop1,1,-,4235.910000,81106.000000,0.052227,81106.000000,0.051812
coop1,3,-,4204.570000,81755.900000,0.051428,81755.900000,0.051428
coop1,2,-,4192.370000,81178.400000,0.051644,81178.400000,0.051279
