NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,3,-,48,90,2334903814336.000000,0.003209,-7492706340.204224
coop1,2,-,48,90,2334992793079.000000,0.003239,-7563041656.782882
coop1,1,-,48,90,2334992793073.000000,0.003497,-8165469797.376281
coop1,0,-,48,90,2334992401558.000000,0.003688,-8611451976.945904
