NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,3,119,402.241000,81755.900000,0.004920,24751.890000,0.004920
coop1,1,119,430.799000,81106.000000,0.005312,21210.720000,0.004552
coop1,2,119,461.221000,81178.400000,0.005682,8035.890000,0.001845
coop1,0,119,401.387000,80737.700000,0.004971,2474.200000,0.000497
