NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,3,129,7695.890000,81755.900000,0.094133,40564.990000,0.094133
coop1,1,129,7705.770000,81106.000000,0.095009,36519.520000,0.085534
coop1,2,129,7690.560000,81178.400000,0.094737,25748.990000,0.060135
coop1,0,129,7806.920000,80737.700000,0.096695,18822.200000,0.044867
