NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,1,-,48,45,15269300576.000000,42754415266.017265,0.357140,2644174753.534166,0.357140
coop1,3,-,48,45,15295553277.000000,46204195073.298294,0.331043,2251927116.686337,0.281934
coop1,2,-,48,45,15244469802.000000,48524904956.518646,0.314158,2234309925.492027,0.265461
coop1,0,-,48,45,15414721138.000000,44162237379.040298,0.349048,1812637259.443314,0.239279
