NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,3,-,48,112,57895784665.000000,46204195073.298294,1.253042,32750800821.224312,1.253042
coop1,1,-,48,112,57496747596.000000,42754415266.017265,1.344814,28854466800.410378,1.184823
coop1,2,-,48,112,57432306546.000000,48524904956.518646,1.183564,31319617132.908142,1.131843
coop1,0,-,48,112,57829636784.000000,44162237379.040298,1.309482,27451609667.886822,1.097603
