NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,3,139,7695.890000,81755.900000,0.094133,56378.090000,0.094133
coop1,1,139,7705.770000,81106.000000,0.095009,51828.320000,0.087341
coop1,2,139,7690.560000,81178.400000,0.094737,43462.090000,0.073033
coop1,0,139,7806.920000,80737.700000,0.096695,35170.200000,0.060321
