NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,1,-,48,45,540245170680.000000,0.016979,-9172822752.975721
coop1,3,-,48,45,540245170666.000000,0.020080,-10848123026.973280
coop1,2,-,48,45,540245170666.000000,0.020093,-10855146214.191938
coop1,0,-,48,45,540245170673.000000,0.025027,-13520715886.433172
