NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,3,-,48,90,540245170666.000000,0.003209,-1733646752.667194
coop1,2,-,48,90,540245170666.000000,0.003239,-1749854107.787174
coop1,1,-,48,90,540245170680.000000,0.003497,-1889237361.867960
coop1,0,-,48,90,540245170673.000000,0.003688,-1992424189.442024
