NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOP,uJ/FLOP,Score
coop1,3,-,48,112,2334903814336.000000,0.003419,-7983036141.214785
coop1,2,-,48,112,2334992793079.000000,0.003579,-8356939206.429741
coop1,1,-,48,112,2334992793073.000000,0.003879,-9057437044.330168
coop1,0,-,48,112,2334992401558.000000,0.004074,-9512759043.947292
