NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,1,149,430.799000,81106.000000,0.005312,67137.120000,0.004940
coop1,3,149,402.241000,81755.900000,0.004920,72191.190000,0.004920
coop1,2,149,461.221000,81178.400000,0.005682,61175.190000,0.004815
coop1,0,149,401.387000,80737.700000,0.004971,51518.200000,0.003548
