NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,1,-,48,157,57496747596.000000,42754415266.017265,1.344814,41096549699.778000,1.344814
coop1,3,-,48,157,57895784665.000000,46204195073.298294,1.253042,36010720874.920273,1.097974
coop1,0,-,48,157,57829636784.000000,44162237379.040298,1.309482,34346892913.524437,1.094414
coop1,2,-,48,157,57432306546.000000,48524904956.518646,1.183564,37341213280.792709,1.075411
