NodeId,SocketId,CPUId,NumberOfThreads,PowerLimit(W),FLOPS(Job),PeakFLOPS,Utility,Throughput(FLOPS),Score
coop1,3,-,48,112,62320392327.000000,46204195073.298294,1.348804,32750800821.224312,1.348804
coop1,1,-,48,112,62608910920.000000,42754415266.017265,1.464385,28854466800.410378,1.290168
coop1,2,-,48,112,62263634752.000000,48524904956.518646,1.283127,31319617132.908142,1.227056
coop1,0,-,48,112,63010195005.000000,44162237379.040298,1.426789,27451609667.886822,1.195930
