NodeId,SocketId,PowerLimit(W),Bandwidth(Job),PeakBandwidth,Utility,Throughput(MB/s),Score
coop1,3,119,7695.890000,81755.900000,0.094133,24751.890000,0.094133
coop1,1,119,7705.770000,81106.000000,0.095009,21210.720000,0.081416
coop1,2,119,7690.560000,81178.400000,0.094737,8035.890000,0.030757
coop1,0,119,7806.920000,80737.700000,0.096695,2474.200000,0.009666
